[400. 367.],[347. 317.],[301. 379.],[331. 318.],[345. 392.],[336. 361.],[379. 310.],[318. 364.],[387. 334.],[344. 323.],[352. 305.],[311. 369.],[398. 355.],[373. 310.],[313. 396.],[317. 350.],[328. 302.],[344. 398.],[387. 357.],[311. 355.],[303. 312.],[315. 360.],[397. 374.],[375. 379.],[324. 393.],[327. 314.],[304. 395.],[314. 339.],[363. 327.],[357. 387.],[326. 309.],[313. 356.],[300. 393.],[302. 367.],[307. 396.],[321. 357.],[398. 374.],[311. 312.],[377. 385.],[322. 399.],[343. 384.],[314. 363.],[308. 362.],[384. 335.],[341. 314.],[337. 330.],[342. 352.],[372. 390.],[339. 314.],[336. 362.]
[540.03693428 436.11618727],[516.84327745 410.86581388],[451.73546562 421.16988434],[490.01365283 407.57684017],[508.28559013 452.59544013],[502.24934938 423.79034551],[537.60849559 407.60530715],[513.65408707 440.1554438 ],[545.72526419 417.65662059],[510.82579958 418.16445511],[506.90467168 399.65847533],[485.2183815  435.36621286],[546.21619728 428.78255714],[521.98631919 402.29815586],[467.18767747 427.04297429],[488.25012005 420.53728013],[492.36715245 397.40711301],[500.50990785 457.65218923],[532.02576312 429.83980574],[452.72411406 408.22135483],[460.07443815 399.49786289],[493.33844671 428.86272156],[524.74099738 436.00265672],[529.98771759 444.63261935],[489.6948387  443.96636787],[473.20941633 406.86110767],[460.91924915 433.90199572],[464.45041151 408.72065411],[523.83864322 421.57872341],[519.60310204 448.4695447 ],[481.36196784 400.60107373],[471.9205987  418.22293891],[474.96669406 435.45088703],[460.85183944 418.01631894],[474.22907604 445.17773781],[481.65141896 413.57469871],[540.81537836 446.72109137],[472.99096116 395.92121993],[530.18292364 455.41514022],[489.22756576 453.45210379],[503.36344538 445.06898813],[498.88686632 437.23123925],[479.8047613  425.89204201],[536.90554682 421.21207735],[529.77642232 413.08800036],[497.28270684 415.65424208],[517.31552971 428.49846691],[517.48806576 459.17327593],[503.7474444  408.48842928],[508.06050714 431.86960632]
[540.65911175 436.30577796],[517.44105901 411.06798919],[452.29033311 421.26758833],[490.61691563 407.77610334],[508.89912525 452.81458003],[502.85844768 423.99912452],[538.20997387 407.79075408],[514.25584806 440.37615462],[546.33839031 417.83781534],[511.43439371 418.37439259],[507.51092942 399.86188184],[485.79434997 435.54891719],[546.83634082 428.96856061],[522.5839445  402.49753317],[467.73089297 427.14843384],[488.85285875 420.7422456 ],[492.97979887 397.6100223 ],[501.10231658 457.84685214],[532.64713417 430.03710299],[453.31821773 408.3462192 ],[460.68841814 399.64227723],[493.94930856 429.07198091],[525.34908441 436.19773768],[530.60516145 444.82422256],[490.25195452 444.15260242],[473.7809347  407.04949103],[461.47490348 434.03948566],[465.01089027 408.87869062],[524.46080476 421.77538935],[520.21735239 448.68181023],[481.96649259 400.79882891],[472.51430239 418.39109898],[475.52196215 435.59778021],[461.4322285 418.1702949],[474.80660468 445.33181381],[482.25796988 413.7603896 ],[541.42896319 446.91905   ],[473.61447563 396.09314142],[530.78312181 455.61566348],[489.83458117 453.65037339],[503.93162311 445.29484343],[499.48779248 437.44533022],[480.39316555 426.06671066],[537.52238993 421.39833897],[530.38165028 413.27630835],[497.88811257 415.86051992],[517.9316067 428.6961628],[518.08780364 459.39035376],[504.35279307 408.69316025],[508.67581116 432.08568855]
[541.32092066 436.50786341],[518.07748617 411.28314687],[452.88087474 421.3724556 ],[491.25888077 407.98823155],[509.55135215 453.04770993],[503.50644868 424.22162055],[538.84999254 407.98830152],[514.89526737 440.61157857],[546.99049868 418.03090559],[512.0819205  418.59788293],[508.1560283  400.07818555],[486.40667802 435.74362308],[547.49562162 429.16674987],[523.22008114 402.70964071],[468.3085924  427.26122368],[489.494155   420.96047866],[493.63171874 397.82570125],[501.73231222 458.05513434],[533.30791535 430.24735059],[453.94994515 408.47960777],[461.34154524 399.79629883],[494.59857595 429.29519191],[525.99575862 436.40588064],[531.26168468 445.02850548],[490.84385026 444.35159381],[474.38913553 407.24976792],[462.06667135 434.18625509],[465.60457956 409.04740619],[525.12245716 421.9848752 ],[520.8702054  448.90790235],[482.60936644 401.00985546],[473.14620921 418.56945872],[476.11213602 435.7543981 ],[462.04868543 418.33431373],[475.42063821 445.49623949],[482.90315424 413.95800311],[542.0813939  447.12982969],[474.27771209 396.2767222 ],[531.4231022  455.82892735],[490.47927077 453.86203048],[504.53576619 445.5359986 ],[500.12636271 437.67361542],[481.0187955  426.25280632],[538.17836061 421.5969153 ],[531.0256218  413.47700326],[498.53220307 416.08012202],[518.58668249 428.90706957],[518.72584614 459.62174715],[504.99696903 408.91100034],[509.32974296 432.31626405]
[541.98344085 436.71061704],[518.71516482 411.4986751 ],[453.47233681 421.47841051],[491.90182487 408.20077755],[510.2038889  453.28111113],[504.15524506 424.44479675],[539.49094398 408.18637044],[515.53471927 440.84790207],[547.64325687 418.22458397],[512.73031045 418.82182961],[508.80206019 400.2947054 ],[487.01936378 435.93888337],[548.1552686  429.36550371],[523.85735234 402.92204465],[468.88687537 427.37513518],[490.13632105 421.17917713],[494.28458212 398.04149944],[502.36285366 458.26483253],[533.96923981 430.45823367],[454.58206306 408.61368699],[461.99541051 399.9508521 ],[495.24806285 429.51925142],[526.64297655 436.61490425],[531.91868622 445.23349578],[491.43570836 444.55166696],[474.9982854  407.45014544],[462.65982103 434.33371625],[466.19697993 409.21685697],[525.78468895 422.1949163 ],[521.52329263 449.13453897],[483.25275618 401.22179164],[473.77922077 418.74751627],[476.70248434 435.9115454 ],[462.6649292 418.4987843],[476.03505477 445.66138717],[483.54904412 414.15592729],[542.73432635 447.34106224],[474.94168377 396.46122583],[532.0544358  456.04461305],[491.12370212 454.07463757],[505.14041673 445.77828415],[500.76502109 437.90271007],[481.64486654 426.43943986],[538.83489195 421.79617807],[531.67049161 413.67833112],[499.17712416 416.30017714],[519.24221514 429.11884871],[519.36450285 459.85390193],[505.6421161  409.12918307],[509.98383667 432.54782561]
[542.60759154 436.90205519],[519.31641138 411.70187784],[454.02976484 421.5791213 ],[492.50779586 408.40119765],[510.81828443 453.50100848],[504.76654818 424.65545754],[540.0949716  408.37326306],[516.13658201 441.07110614],[548.25813172 418.40733719],[513.34123228 419.03320483],[509.41081675 400.49866702],[487.59632099 436.12312565],[548.77645023 429.55310788],[524.45802383 403.12226672],[469.43165834 427.48360055],[490.74141727 421.38539715],[494.89982029 398.24471505],[502.95669579 458.46350929],[534.59196367 430.65720946],[455.17727178 408.74045169],[462.6114302  400.09679825],[495.85939479 429.73085719],[527.25239561 436.81255656],[532.53718463 445.42697348],[491.9927101  444.74076061],[475.57236426 407.63878124],[463.21923818 434.47317952],[466.7535257  409.37689528],[526.40827323 422.39294089],[522.13780285 449.34830193],[483.85849589 401.42211298],[474.37593929 418.91481069],[477.25796906 436.05979606],[463.24442932 418.65398955],[476.61357714 445.81742348],[484.15724453 414.34239505],[543.34889985 447.54020156],[475.56694915 396.63557073],[532.64197812 456.24941904],[491.72989217 454.2754251 ],[505.70976636 446.00716747],[501.36594488 438.11878954],[482.23420408 426.61550464],[539.45305439 421.98435723],[532.27790736 413.8683361 ],[499.78451864 416.50754032],[519.85932376 429.31885311],[519.96574238 460.0729623 ],[506.24996968 409.33485338],[510.59925687 432.76649296]
[543.23229955 437.09411949],[519.91868676 411.9054558 ],[454.58789034 421.68084129],[493.11457241 408.6019963 ],[511.43287203 453.72111186],[505.37846895 424.866731  ],[540.69975568 408.56064347],[516.73843547 441.29506446],[548.87350142 418.59058158],[513.95278707 419.24516984],[510.02028097 400.70284588],[488.17356442 436.30780398],[549.40001397 429.74432633],[525.05955774 403.32282456],[469.97698412 427.59352956],[491.34718567 421.59200752],[495.51577695 398.44807094],[503.55090795 458.66344314],[535.215001   430.85675599],[455.77266799 408.8677586 ],[463.22802581 400.2431825 ],[496.4707652  429.94315849],[527.86206425 437.01111559],[533.15571062 445.62104764],[492.54966073 444.93062104],[476.14715458 407.82745574],[463.7797845  434.61331372],[467.30942751 409.53744532],[527.03214722 422.59135573],[522.75204016 449.56252219],[484.46441814 401.62326868],[474.97357926 419.08184474],[477.81333527 436.20840357],[463.82347386 418.80962752],[477.19232777 445.9740603 ],[484.76575673 414.52905945],[543.9634299  447.73978593],[476.19256945 396.81062748],[533.22384619 456.45585685],[492.335762   454.47686443],[506.2794206  446.23685772],[501.9667239  438.33535174],[482.8236502  426.79200425],[540.0715155 422.1732354],[532.88581711 414.05888265],[500.39233463 416.71519707],[520.47655764 429.51956764],[520.56702334 460.292601  ],[506.85847407 409.54087447],[511.21450128 432.9858998 ]
[543.89666003 437.29896903],[520.5597112  412.12220488],[455.18163359 421.79008513],[493.76013967 408.8157721 ],[512.08602754 453.9551871 ],[506.02927631 425.09189876],[541.34324333 408.76035995],[517.37784969 441.53383593],[549.52796313 418.78600831],[514.60330825 419.47083868],[510.66870807 400.92012123],[488.78718156 436.50448735],[550.06488404 429.95106762],[525.6997415  403.53629495],[470.5570935  427.71219411],[491.99159234 421.81201296],[496.17100335 398.66435181],[504.18273927 458.87713013],[535.87751339 431.06958185],[456.40540041 409.00361652],[463.88379216 400.39910339],[497.12053541 430.16948721],[528.510289   437.22294041],[533.81295705 445.82812014],[493.14136824 445.13334465],[476.75868254 408.0279992 ],[464.37666295 434.76290695],[467.90003051 409.70861515],[527.69552767 422.80286907],[523.40448578 449.79067957],[485.10867152 401.83785993],[475.60963525 419.25911252],[478.40361417 436.3668531 ],[464.43859606 418.97553757],[477.80757098 446.14121309],[485.41300985 414.72772451],[544.61647359 447.95259843],[476.85802585 396.99758555],[533.83684461 456.67699184],[492.97927926 454.69172474],[506.88529797 446.4818816 ],[502.60518506 438.56630431],[483.45040049 426.98015498],[540.7292832  422.37475541],[533.5326334 414.262041 ],[501.03897683 416.93639479],[521.13276538 429.73377694],[521.20608938 460.52677291],[507.50594336 409.76020836],[511.86839554 433.22002786]
[544.52246268 437.49252392],[521.16398065 412.32662502],[455.74107986 421.89396357],[494.36848658 409.01735566],[512.70086264 454.1756826 ],[506.64234547 425.30443903],[541.94966155 408.94894299],[517.97960485 441.75926773],[550.14444983 418.9705932 ],[515.21613785 419.68383874],[511.27966293 401.12489306],[489.364963   436.69000103],[550.69247533 430.14845976],[526.3030826  403.73759092],[471.10371129 427.82565881],[492.59871645 422.01947677],[496.78832555 398.86810246],[504.77772813 459.07943005],[536.50136531 431.27056523],[457.00099977 409.13197702],[464.50154191 400.54622743],[497.73210787 430.38315636],[529.1205685  437.42321187],[534.43141621 446.02369379],[493.69822513 445.32486327],[477.33488123 408.21677893],[464.93950865 434.90440425],[468.45586106 409.87015647],[528.32013737 423.00240214],[524.0180956  450.00584756],[485.7152042  402.04063073],[476.20918006 419.42578576],[478.95907691 436.51637217],[465.01714992 419.13217407],[478.38682446 446.29914862],[486.02250231 414.91492267],[545.23088702 448.15351766],[477.48469914 397.17425765],[534.40981241 456.88643268],[493.58464148 454.89452879],[507.45586902 446.71320745],[503.20595862 438.78416762],[484.04039918 427.15771482],[541.34871888 422.56523223],[534.14189246 414.45383559],[501.64799354 417.14492097],[521.75045654 429.93613013],[521.80740144 460.74776171],[508.11594495 409.96703933],[512.48365507 433.44112286]
[545.18792324 437.69908351],[521.80703875 412.54432457],[456.33616349 422.00555148],[495.01566377 409.23197238],[513.35417745 454.41016148],[507.29429476 425.53095873],[542.5949016  409.15006552],[518.61887594 441.99954926],[550.80011413 419.167621  ],[515.86794867 419.91062911],[511.92962922 401.34286964],[489.97912286 436.88753672],[551.36107282 430.36095139],[526.94513415 403.95190502],[471.68529573 427.94835463],[493.2445056  422.24039881],[497.44491411 399.08486389],[505.41033201 459.29555094],[537.16472928 431.48501836],[457.63385358 409.26890175],[465.15852092 400.70287517],[498.38207857 430.61089515],[529.76936893 437.63686113],[535.08847134 446.23245385],[494.28984386 445.52929587],[477.94782671 408.41743392],[465.53876045 435.05548721],[469.04698983 410.04231225],[528.98425937 423.21518601],[524.66971073 450.23497232],[486.36011105 402.25690422],[476.84723205 419.60278909],[479.54949348 436.67583639],[465.63183765 419.29920592],[479.0025783  446.46769839],[486.67079688 415.11418407],[545.88364023 448.36792753],[478.15127864 397.36292699],[535.0150716  457.11044025],[494.22764334 455.11076517],[508.06273667 446.95986521],[503.84442318 439.01651737],[484.66774319 427.34703455],[542.00758175 422.76856742],[534.79013978 414.6583812 ],[502.29589688 417.36709267],[522.40710671 430.1521194 ],[522.44630858 460.98337837],[508.76496499 410.1872903 ],[513.13756678 433.67704073]
[545.85389217 437.90660322],[522.45108891 412.76255626],[456.93191324 422.11838344],[495.66363664 409.44702874],[514.0075019  454.64484658],[507.94678548 425.75818161],[543.24106603 409.35199484],[519.258051   442.24056759],[551.45642682 419.36563191],[516.52041638 420.13792936],[512.58040027 401.56128038],[490.59354945 437.08549598],[552.0312241  430.57586289],[527.58816212 404.16668769],[472.26775061 428.07328024],[493.8909943  422.46181801],[498.10216214 399.30192978],[506.04333722 459.51282792],[537.82859626 431.70041295],[458.26672615 409.40634961],[465.81614051 400.85984001],[499.03222092 430.83933841],[530.41850574 437.85139061],[535.74543618 446.44221316],[494.88143922 445.7346447 ],[478.56148791 408.61816835],[466.13921052 435.20735119],[469.63891664 410.21496093],[529.64883369 423.42877431],[525.32091748 450.46457986],[487.00549229 402.47399468],[477.48631559 419.77978097],[480.14015763 436.83592824],[466.24653517 419.46687324],[479.61862323 446.63700744],[487.3197902  415.31382388],[546.53625622 448.58333519],[478.81859518 397.55253311],[535.61754498 457.33578208],[494.87045761 455.32772164],[508.67022686 447.20734311],[504.48301927 439.2497275 ],[485.29554968 427.53703219],[542.66716585 422.97290913],[535.4392769  414.86372152],[502.94459863 417.58988426],[523.06407861 430.36910585],[523.08514121 461.21980573],[509.41484766 410.40805857],[513.79165762 433.91394708]
[546.520328  438.1151294],[523.09610142 412.98135187],[457.52832634 422.23247945],[496.31238996 409.66253251],[514.66079473 454.87974278],[508.59979576 425.98611647],[543.88815388 409.55478059],[519.89712795 442.48229916],[552.11338443 419.56469755],[517.17351791 420.3657719 ],[513.23195245 401.78015686],[491.20824272 437.2838758 ],[552.70272843 430.79289564],[528.23214159 404.38197499],[472.85113909 428.20049175],[494.53815987 422.68373938],[498.76004295 399.51933067],[506.67671706 459.73123843],[538.49294535 431.91677701],[458.89961156 409.54430246],[466.47441654 401.01711697],[499.68253066 431.06847639],[531.06793992 438.06681943],[536.40229369 446.65300593],[495.47302979 445.94088133],[479.17584506 408.81898735],[466.74082381 435.36003105],[470.23183862 410.38808234],[530.31383946 423.64319378],[525.97167127 450.69464314],[487.65135623 402.69189189],[478.12255655 419.9585952 ],[480.73101746 436.99670755],[466.86120063 419.63522885],[480.23495446 446.80708845],[487.96938829 415.51389756],[547.1886735  448.79979499],[479.48664017 397.74305922],[536.21787895 457.56233388],[495.51309352 455.5453611 ],[509.2783219  447.45558798],[505.12173471 439.4837876 ],[485.92374166 427.7277442 ],[543.32747544 423.17830613],[536.08928502 415.06989191],[503.59407133 417.81330486],[523.72134254 430.58709761],[523.7238294 461.4570365],[510.06556118 410.62937064],[514.44590801 434.15182471]
[547.18718608 438.32470188],[523.74204684 413.20074319],[458.12533572 422.34788819],[496.96190748 409.87849272],[515.31401552 455.11485599],[509.25330427 426.21477237],[544.53615927 409.75846653],[520.53610432 442.72472015],[552.77097858 419.76488207],[517.82723015 420.59418749],[513.88426198 401.9995301 ],[491.82320115 437.48267624],[553.37540769 431.01178997],[528.87704774 404.59780339],[473.43544576 428.33006648],[495.18597661 422.90616865],[499.41852968 399.73709616],[507.31044371 459.95075991],[539.15775284 432.13413319],[459.53244336 409.6827765 ],[467.1332968  401.17473949],[500.33300213 431.29830107],[531.71763525 438.28316528],[537.05903728 446.86486324],[496.06463269 446.14797934],[479.79081531 409.01993665],[467.3434887  435.51359799],[470.8258476  410.56169184],[530.97925642 423.85847119],[526.62194242 450.92513524],[488.29764256 402.91062063],[478.75644644 420.13901945],[481.32203931 437.15823115],[467.47579825 419.8043166 ],[480.8515646  446.97795671],[488.61950127 415.71446059],[547.84084268 449.01735095],[480.15540065 397.9344908 ],[536.81664022 457.78998728],[496.15555967 455.76364894],[509.88699997 447.70454849],[505.76055627 439.71868702],[486.5522583  427.91919321],[543.98850926 423.38480137],[536.74014537 415.27692865],[504.24428663 418.03736393],[524.37887031 430.80610153],[524.36231732 461.69506172],[510.71707436 410.85125232],[515.10029812 434.39065496]
[547.85442048 438.53535472],[524.38889603 413.4207619 ],[458.72288749 422.46465049],[497.6121693  410.09492099],[515.96712509 455.35019265],[509.90728999 426.44415844],[545.17899513 409.96353216],[521.17497727 442.9678066 ],[553.42909    419.96624133],[518.48153001 420.82320534],[514.53730494 402.21943066],[492.43842221 437.68189975],[554.04899564 431.23232875],[529.52274512 404.8142151 ],[474.02065938 428.4620637 ],[495.8344163  423.12911209],[500.07759397 399.95525564],[507.94448872 460.17136994],[539.82299074 432.35249999],[460.16109889 409.83395974],[467.7926429  401.33297795],[500.98362843 431.52880571],[532.36755839 438.50044435],[537.71566769 447.0778128 ],[496.65626378 446.35591424],[480.40633218 409.22106588],[467.94710347 435.66811811],[471.42093657 410.73599945],[531.64506473 424.074633  ],[527.27171397 451.15603047],[488.94430468 403.13020472],[479.38842222 420.32087372],[481.91320482 437.32055286],[468.09024315 419.9743968 ],[481.4684447  447.14962935],[489.270045   415.91556742],[548.49272333 449.23603783],[480.82485662 398.12682316],[537.41432371 458.01864826],[496.79786381 455.98255298],[510.49623602 447.95417533],[506.39946965 439.95441486],[487.18105268 428.11139137],[544.65015439 423.59244241],[537.39171145 415.48489206],[504.89521527 418.26207126],[525.03663513 431.02612314],[525.00056163 461.9338709 ],[511.36935652 411.0737288 ],[515.75480787 434.63041806]
